Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
21, P-SLICE,   21, 32.00,       6616, 0,0.00,32.899, 37.239, 39.325, 34.244,18, 20 19 18 17 16 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.30%,  0.00%,  0.30%, 0.00%,  0.00%,  0.00%,  0.00%,  1.19%,  1.79%,  1.49%, 11.61%,  4.76%,  4.17%, 16.37%, 15.48%,  0.00%,  0.00%,  1.49%,  2.38%,  2.98%,  0.00%,  3.27%, 11.90%, 20.54%, 137525.00, 20472.33, 0.00, 173640.72 , 16, 235, 88.15, 67, 199, 120.64, 91, 199, 146.35, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.61%,16.13%, 3.23%, 9.68%, 1.61%, 4.84%, 8.06%, 4.84%, 0.00%, 41.03%,11.97%, 17.09%, 16.24%, 0.43%, 2.14%, 3.42%, 7.69%, 1.06%, 42.02%,0.00%, 10.11%, 19.15%, 1.86%, 10.37%, 4.79%, 10.64%,0.00%, 0.0, 0.0, 1820.4, 1106.4, 0.0, 0.0, 35342.7, 1.000, 0
22, P-SLICE,   22, 32.00,       5776, 0,0.00,32.922, 37.339, 39.324, 34.274,17, 21 20 19 18 17 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.34%, 0.34%,  0.34%,  2.02%, 0.67%,  0.00%,  0.00%,  0.34%,  2.02%,  3.03%,  2.69%,  5.39%,  6.40%,  4.04%, 15.49%, 14.14%,  0.00%,  0.00%,  0.67%,  2.02%,  2.36%,  0.00%,  2.69%, 15.15%, 19.87%, 136601.44, 20168.39, 0.00, 164158.28 , 16, 235, 88.19, 69, 196, 120.76, 90, 199, 146.29, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 30.30%,24.24%, 12.12%, 6.06%, 3.03%, 3.03%, 4.55%, 16.67%, 1.01%, 51.52%,12.12%, 2.02%, 14.14%, 1.52%, 5.56%, 4.55%, 7.58%, 4.94%, 40.74%,0.00%, 9.88%, 18.52%, 2.78%, 2.78%, 4.32%, 16.05%,100.00%, 0.0, 0.1, 1725.6, 1057.6, 0.0, 0.0, 37068.0, 1.000, 0
23, P-SLICE,   23, 32.00,       6752, 0,0.00,33.053, 37.740, 39.553, 34.451,16, 22 21 20 19 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.71%,  0.00%,  2.13%, 0.71%,  0.00%,  3.55%, 1.77%,  0.00%,  0.00%,  0.00%,  6.03%,  2.84%,  2.48%, 13.12%,  4.96%,  5.67%, 14.18%, 12.41%,  0.00%,  0.00%,  0.35%,  0.71%,  0.71%,  0.00%,  1.77%,  8.16%, 17.73%, 132667.89, 19153.89, 0.00, 165480.28 , 16, 235, 88.28, 68, 193, 119.55, 96, 200, 146.68, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 15.79%,18.42%, 10.53%, 34.21%, 7.89%, 5.26%, 2.63%, 5.26%, 8.00%, 25.00%,16.00%, 15.00%, 22.00%, 1.50%, 2.50%, 3.50%, 6.50%, 8.63%, 37.41%,0.00%, 10.79%, 17.99%, 2.52%, 9.71%, 3.60%, 9.35%,100.00%, 0.0, 0.1, 2034.8, 1280.6, 0.0, 0.0, 39102.5, 1.000, 0
24, P-SLICE,   24, 32.00,       9032, 0,0.00,33.136, 38.020, 39.431, 34.534,15, 23 22 21 20 19 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.35%,  0.00%, 0.00%,  0.35%,  1.74%, 0.69%,  0.00%,  2.78%, 0.35%,  0.69%,  0.35%,  0.00%,  5.56%,  1.39%,  0.69%, 14.24%,  2.43%,  1.74%, 29.86%,  8.33%,  0.00%,  0.00%,  0.35%,  0.00%,  2.43%,  0.00%,  2.08%,  5.56%, 18.06%, 130804.11, 18861.61, 0.00, 222167.56 , 16, 235, 88.94, 69, 182, 116.22, 99, 199, 147.58, 0.00%, 0.00%,0.00%, 0.00%, 66.67%, 33.33%, 0.00%, 0.00%, 0.00%, 3.33%, 23.33%,6.67%, 13.33%, 40.00%, 1.67%, 1.67%, 3.33%, 6.67%, 8.00%, 21.33%,6.67%, 18.67%, 36.00%, 0.67%, 2.00%, 2.00%, 4.67%, 5.59%, 32.96%,0.00%, 15.08%, 32.96%, 1.12%, 3.35%, 2.51%, 6.42%,100.00%, 0.0, 0.9, 2302.4, 1570.7, 0.0, 0.0, 41405.5, 1.000, 0
25, P-SLICE,   25, 32.00,       8720, 0,0.00,33.309, 37.925, 39.464, 34.655,14, 24 23 22 21 20 , -, 0.00%,  0.00%,  0.00%, 0.57%,  0.00%,  0.00%, 0.57%,  0.29%,  2.01%, 0.29%,  0.00%,  3.16%, 0.29%,  0.00%,  0.00%,  0.29%,  2.01%,  1.72%,  0.86%,  8.91%,  4.02%,  2.01%, 18.97%, 12.07%,  0.00%,  0.00%,  0.86%,  2.87%, 15.52%,  0.00%,  2.30%,  8.62%, 11.78%, 125464.28, 18735.22, 0.00, 223392.06 , 16, 235, 90.31, 68, 182, 115.87, 96, 200, 147.73, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 6.90%, 37.93%,10.34%, 13.79%, 10.34%, 5.17%, 1.72%, 5.17%, 8.62%, 9.80%, 39.22%,6.86%, 15.69%, 14.71%, 0.49%, 3.43%, 2.94%, 6.86%, 5.58%, 44.19%,0.00%, 9.77%, 20.93%, 2.79%, 3.72%, 2.09%, 10.93%,100.00%, 0.0, 1.3, 2300.8, 1606.8, 0.0, 0.0, 43707.2, 1.000, 0
26, P-SLICE,   26, 32.00,       9800, 0,0.00,33.303, 37.797, 39.370, 34.623,13, 25 24 23 22 21 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.52%,  0.78%,  2.84%, 3.10%,  1.55%,  7.24%, 2.07%,  0.00%,  0.00%,  0.00%,  1.55%,  0.52%,  1.81%,  9.04%,  2.07%,  5.68%, 15.25%,  9.82%,  0.00%,  0.00%,  0.26%,  3.36%,  4.91%,  0.00%,  2.33%,  9.30%, 16.02%, 126378.39, 19209.44, 0.00, 266404.72 , 16, 235, 91.83, 69, 178, 115.77, 100, 200, 147.79, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.00%,28.00%, 16.00%, 8.00%, 0.00%, 4.00%, 2.00%, 2.00%, 12.31%, 37.69%,16.92%, 12.31%, 14.62%, 0.38%, 1.15%, 2.31%, 2.31%, 20.54%, 36.16%,0.00%, 9.82%, 16.52%, 1.56%, 3.79%, 3.35%, 8.26%,100.00%, 0.0, 0.9, 2651.8, 1940.2, 0.0, 0.0, 46359.5, 1.000, 0
27, P-SLICE,   27, 32.00,      11616, 0,0.00,33.388, 37.720, 39.323, 34.672,12, 26 25 24 23 22 , -, 0.00%,  0.00%,  0.00%, 0.87%,  0.29%,  0.29%, 0.87%,  0.00%,  1.74%, 2.61%,  0.29%,  4.35%, 1.45%,  0.00%,  0.00%,  0.00%,  1.74%,  2.32%,  1.45%,  9.57%,  3.19%,  6.09%, 17.68%, 14.20%,  0.00%,  0.00%,  0.29%,  3.19%,  4.06%,  0.00%,  2.03%,  6.96%, 14.49%, 124279.72, 19400.67, 0.00, 271820.67 , 16, 235, 92.80, 68, 177, 115.78, 100, 199, 147.72, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 15.62%, 25.00%,15.62%, 6.25%, 12.50%, 3.12%, 12.50%, 6.25%, 3.12%, 8.26%, 32.11%,19.27%, 6.42%, 23.85%, 0.92%, 0.92%, 3.21%, 5.05%, 12.56%, 32.16%,0.00%, 9.55%, 21.11%, 1.76%, 5.28%, 6.53%, 11.06%,100.00%, 0.0, 1.1, 2851.5, 2065.1, 0.0, 0.0, 49211.6, 1.000, 0
28, P-SLICE,   28, 32.00,      12712, 0,0.00,33.376, 37.838, 39.101, 34.649,11, 27 26 25 24 23 , -, 0.00%,  0.00%,  0.00%, 1.80%,  0.00%,  0.30%, 1.20%,  0.30%,  1.50%, 1.80%,  0.30%,  2.70%, 1.80%,  0.00%,  0.00%,  0.00%,  1.50%,  2.70%,  1.50%,  9.61%,  2.40%,  5.71%, 16.82%, 17.42%,  0.00%,  0.00%,  0.90%,  4.50%,  9.61%,  0.00%,  1.50%,  5.71%,  8.41%, 124554.67, 19565.56, 0.00, 286495.11 , 16, 235, 93.76, 70, 180, 115.64, 99, 199, 147.61, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 20.59%, 23.53%,14.71%, 8.82%, 5.88%, 0.00%, 2.94%, 7.35%, 16.18%, 9.71%, 33.01%,18.45%, 14.56%, 16.50%, 0.49%, 1.46%, 2.43%, 3.40%, 8.42%, 31.58%,0.00%, 9.47%, 20.00%, 3.95%, 7.11%, 7.63%, 11.84%,100.00%, 0.0, 1.7, 3223.8, 2285.7, 0.0, 0.0, 52436.7, 1.000, 0
29, P-SLICE,   29, 32.00,      13904, 0,0.00,33.406, 38.055, 39.195, 34.711,10, 28 27 26 25 24 , -, 0.00%,  0.00%,  0.00%, 0.81%,  0.54%,  0.54%, 1.63%,  1.08%,  2.17%, 2.71%,  0.27%,  5.15%, 2.44%,  0.00%,  0.00%,  0.54%,  1.08%,  2.17%,  0.00%, 13.28%,  3.25%,  1.63%, 22.76%, 11.92%,  0.00%,  0.00%,  0.00%,  2.71%,  2.71%,  0.00%,  0.00%,  7.86%, 12.74%, 124264.72, 19069.22, 0.00, 604438.06 , 16, 235, 94.92, 71, 182, 115.12, 102, 204, 148.28, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 36.84%, 0.00%,0.00%, 10.53%, 10.53%, 5.26%, 10.53%, 15.79%, 10.53%, 14.52%, 31.45%,4.84%, 12.10%, 27.42%, 0.00%, 1.61%, 3.23%, 4.84%, 13.95%, 26.51%,0.00%, 11.16%, 27.91%, 3.02%, 7.21%, 2.33%, 7.91%,100.00%, 0.0, 1.0, 3337.0, 2295.7, 0.0, 0.0, 55774.4, 1.000, 0
30, P-SLICE,   30, 32.00,      13584, 0,0.00,33.403, 38.037, 39.067, 34.690,9, 29 28 27 26 25 , -, 0.00%,  0.00%,  0.00%, 0.49%,  0.00%,  0.25%, 2.94%,  1.47%,  1.96%, 5.39%,  1.23%,  4.90%, 1.96%,  0.00%,  0.00%,  0.00%,  1.96%,  1.23%,  0.74%,  9.07%,  1.72%,  2.21%, 26.23%,  9.07%,  0.00%,  0.00%,  0.25%,  4.17%,  3.92%,  0.00%,  1.47%,  5.39%, 12.01%, 124348.72, 19625.00, 0.00, 443869.78 , 16, 235, 96.03, 69, 186, 114.94, 100, 204, 148.44, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 11.54%, 26.92%,11.54%, 3.85%, 26.92%, 1.92%, 1.92%, 3.85%, 11.54%, 22.03%, 33.05%,7.63%, 8.47%, 22.88%, 0.00%, 0.85%, 1.27%, 3.81%, 18.36%, 25.39%,0.00%, 14.06%, 27.73%, 1.56%, 3.12%, 3.52%, 6.25%,100.00%, 0.0, 1.8, 3090.8, 2086.9, 0.0, 0.0, 58866.6, 1.000, 0
31, P-SLICE,   31, 32.00,      14056, 0,0.00,33.534, 38.107, 39.033, 34.793,8, 30 29 28 27 26 , -, 0.00%,  0.00%,  0.00%, 1.17%,  0.00%,  0.23%, 1.88%,  0.47%,  0.94%, 3.76%,  1.17%,  6.34%, 4.46%,  0.23%,  0.00%,  0.23%,  1.88%,  0.23%,  0.23%, 10.56%,  1.17%,  1.17%, 27.70%, 10.80%,  0.00%,  0.00%,  0.94%,  2.82%, 10.33%,  0.00%,  0.23%,  3.29%,  7.75%, 120291.33, 19195.83, 0.00, 336172.28 , 16, 235, 98.15, 69, 181, 115.17, 100, 200, 148.14, 0.00%, 0.00%,50.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 28.57%, 23.81%,4.76%, 23.81%, 14.29%, 0.00%, 4.76%, 0.00%, 0.00%, 14.74%, 27.37%,5.26%, 17.89%, 29.47%, 2.63%, 1.58%, 0.53%, 0.53%, 16.61%, 26.64%,0.00%, 15.22%, 25.61%, 2.94%, 4.33%, 3.63%, 5.02%,100.00%, 0.0, 1.7, 3277.4, 2086.2, 0.0, 0.0, 62145.3, 1.000, 0
32, P-SLICE,   32, 32.00,      14000, 0,0.00,33.609, 37.961, 38.932, 34.818,7, 31 30 29 28 27 , -, 0.00%,  0.00%,  0.00%, 0.81%,  0.00%,  0.27%, 3.76%,  0.81%,  4.57%, 4.03%,  1.08%,  8.60%, 3.76%,  0.00%,  0.00%,  0.00%,  3.23%,  0.81%,  1.61%, 12.90%,  2.42%,  2.42%, 26.61%,  8.60%,  0.00%,  0.00%,  0.00%,  0.81%,  2.96%,  0.00%,  1.08%,  3.23%,  5.65%, 118508.61, 19752.28, 0.00, 403540.06 , 16, 235, 98.73, 70, 185, 115.25, 102, 197, 147.89, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 13.79%, 13.79%,20.69%, 20.69%, 20.69%, 3.45%, 3.45%, 1.72%, 1.72%, 29.57%, 13.04%,7.83%, 8.70%, 33.04%, 2.17%, 2.17%, 1.30%, 2.17%, 23.83%, 14.95%,0.00%, 17.76%, 28.50%, 2.57%, 4.91%, 2.10%, 5.37%,100.00%, 0.0, 0.9, 3677.2, 2393.3, 0.0, 0.0, 65822.9, 1.000, 0
33, P-SLICE,   33, 32.00,      13040, 0,0.00,33.584, 38.010, 38.818, 34.792,6, 32 31 30 29 28 , -, 0.00%,  0.00%,  0.00%, 0.59%,  0.29%,  0.29%, 3.54%,  0.59%,  5.31%, 6.78%,  1.47%, 10.62%, 6.78%,  0.29%,  0.00%,  0.00%,  1.77%,  2.36%,  1.47%, 13.57%,  2.95%,  2.95%, 16.22%,  4.72%,  0.00%,  0.00%,  0.00%,  2.36%,  6.49%,  0.00%,  0.88%,  4.13%,  3.54%, 119604.67, 19782.44, 0.00, 332132.61 , 16, 235, 98.81, 70, 185, 115.43, 101, 195, 147.68, 0.00%, 0.00%,0.00%, 100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 15.38%, 11.54%,19.23%, 7.69%, 15.38%, 3.85%, 0.00%, 9.62%, 17.31%, 26.67%, 18.33%,8.33%, 8.33%, 30.00%, 0.42%, 1.25%, 2.50%, 4.17%, 37.87%, 20.12%,0.00%, 8.28%, 24.26%, 1.18%, 2.96%, 1.78%, 3.55%,100.00%, 0.0, 1.7, 3368.9, 2117.0, 0.0, 0.0, 69193.0, 1.000, 0
34, P-SLICE,   34, 32.00,      13408, 0,0.00,33.714, 38.027, 38.947, 34.907,5, 33 32 31 30 29 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.23%, 2.82%,  1.17%,  4.23%, 3.99%,  1.64%, 10.80%, 5.87%,  0.00%,  0.00%,  0.00%,  1.17%,  1.64%,  0.23%, 12.91%,  1.88%,  1.88%, 23.71%,  3.05%,  0.00%,  0.00%,  0.70%,  2.58%,  7.28%,  0.00%,  1.17%,  3.52%,  7.51%, 116124.72, 19765.28, 0.00, 395904.06 , 16, 235, 99.14, 70, 184, 115.54, 105, 188, 147.71, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.55%, 36.36%,4.55%, 9.09%, 13.64%, 6.82%, 2.27%, 11.36%, 11.36%, 26.52%, 19.70%,6.06%, 15.15%, 26.52%, 2.27%, 0.76%, 0.76%, 2.27%, 28.34%, 25.51%,0.00%, 12.55%, 28.34%, 0.00%, 2.43%, 0.40%, 2.43%,100.00%, 0.0, 1.3, 3344.6, 2261.4, 0.0, 0.0, 72538.6, 1.000, 0
35, P-SLICE,   35, 32.00,      14344, 0,0.00,33.791, 38.116, 38.893, 34.969,4, 34 33 32 31 30 , -, 0.00%,  0.00%,  0.00%, 0.24%,  0.00%,  0.24%, 2.64%,  1.20%,  2.40%, 6.00%,  2.88%,  9.59%, 5.52%,  0.00%,  0.00%,  0.00%,  2.64%,  0.72%,  1.44%, 10.55%,  2.88%,  1.20%, 27.58%,  5.28%,  0.00%,  0.00%,  0.00%,  5.28%,  6.71%,  0.00%,  0.72%,  2.64%,  1.68%, 114514.78, 19574.28, 0.00, 416719.33 , 16, 235, 100.67, 60, 162, 115.40, 114, 191, 147.63, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 8.00%, 12.00%,24.00%, 8.00%, 36.00%, 2.00%, 6.00%, 4.00%, 0.00%, 21.67%, 27.50%,4.17%, 18.33%, 18.33%, 2.08%, 2.92%, 2.92%, 2.08%, 30.92%, 14.06%,0.00%, 18.07%, 28.11%, 0.20%, 2.61%, 2.41%, 3.61%,100.00%, 0.0, 1.7, 3622.0, 2409.6, 0.0, 0.0, 76161.9, 1.000, 0
36, P-SLICE,   36, 32.00,      15464, 0,0.00,33.753, 37.839, 38.758, 34.889,3, 35 34 33 32 31 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 2.00%,  0.67%,  3.11%, 4.89%,  1.56%, 12.89%, 5.11%,  0.00%,  0.00%,  0.00%,  2.67%,  0.67%,  1.56%, 12.89%,  2.44%,  1.11%, 25.78%,  4.00%,  0.00%,  0.00%,  0.00%,  2.00%,  4.22%,  0.00%,  0.00%,  3.33%,  9.11%, 115429.72, 20458.33, 0.00, 472193.61 , 16, 235, 100.32, 55, 171, 114.96, 109, 195, 147.90, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,31.82%, 40.91%, 13.64%, 9.09%, 4.55%, 0.00%, 0.00%, 20.97%, 19.35%,4.03%, 14.52%, 32.26%, 2.42%, 4.03%, 1.21%, 1.21%, 30.96%, 21.35%,0.00%, 10.68%, 30.60%, 1.07%, 1.78%, 0.36%, 3.20%,100.00%, 0.0, 0.0, 3591.2, 2370.4, 0.0, 0.0, 79752.7, 1.000, 0
37, P-SLICE,   37, 32.00,      16288, 0,0.00,33.744, 37.696, 38.525, 34.835,2, 36 35 34 33 32 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.23%, 2.97%,  0.46%,  4.34%, 5.02%,  1.83%, 12.56%, 6.16%,  0.00%,  0.00%,  0.00%,  2.28%,  1.60%,  0.91%, 10.96%,  2.28%,  1.83%, 22.60%,  6.39%,  0.00%,  0.00%,  0.00%,  3.20%,  6.62%,  0.00%,  0.23%,  2.05%,  5.48%, 115586.44, 21338.39, 0.00, 434129.39 , 16, 235, 99.71, 32, 168, 114.75, 102, 197, 148.04, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 4.35%, 4.35%,17.39%, 8.70%, 34.78%, 15.22%, 10.87%, 0.00%, 4.35%, 27.64%, 18.70%,6.50%, 13.82%, 25.20%, 0.81%, 1.63%, 4.88%, 0.81%, 32.08%, 20.00%,0.00%, 13.96%, 23.40%, 1.13%, 1.51%, 2.64%, 5.28%,100.00%, 0.0, 1.8, 3916.7, 2597.8, 0.0, 0.0, 83670.7, 1.000, 0
38, P-SLICE,   38, 32.00,      16104, 0,0.00,33.602, 37.757, 38.518, 34.736,1, 37 36 35 34 33 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 2.38%,  0.43%,  3.46%, 4.33%,  1.52%, 12.99%, 3.68%,  0.00%,  0.00%,  0.00%,  2.38%,  0.65%,  0.65%, 12.12%,  1.30%,  1.95%, 22.29%,  8.66%,  0.00%,  0.00%,  0.00%,  1.52%,  3.46%,  0.00%,  0.87%,  3.90%, 11.47%, 119785.17, 21393.94, 0.00, 469219.83 , 16, 235, 98.96, 40, 168, 114.91, 104, 199, 148.08, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 19.05%,14.29%, 23.81%, 28.57%, 4.76%, 4.76%, 2.38%, 2.38%, 23.20%, 20.00%,7.20%, 16.00%, 28.80%, 0.00%, 0.00%, 2.40%, 2.40%, 29.10%, 23.08%,0.00%, 7.69%, 26.76%, 1.34%, 2.01%, 2.01%, 8.03%,100.00%, 0.0, 1.7, 3969.2, 2708.9, 0.0, 0.0, 87641.1, 1.000, 0
39, P-SLICE,   39, 32.00,      14712, 0,0.00,33.553, 37.863, 38.631, 34.727,0, 38 37 36 35 34 , -, 0.00%,  0.00%,  0.00%, 0.23%,  0.00%,  0.23%, 2.08%,  1.39%,  5.79%, 3.94%,  1.39%, 12.04%, 3.94%,  0.00%,  0.00%,  0.00%,  1.85%,  0.46%,  1.16%, 11.11%,  4.40%,  2.78%, 24.54%,  6.25%,  0.00%,  0.00%,  0.23%,  3.01%,  5.79%,  0.00%,  0.46%,  1.85%,  5.09%, 120439.44, 20728.28, 0.00, 397578.06 , 16, 235, 97.32, 71, 159, 115.30, 117, 198, 148.00, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 10.00%, 15.00%,25.00%, 25.00%, 15.00%, 2.50%, 2.50%, 2.50%, 2.50%, 28.57%, 15.00%,8.57%, 17.14%, 17.14%, 2.86%, 5.00%, 1.43%, 4.29%, 29.41%, 18.43%,0.00%, 13.73%, 27.84%, 0.98%, 1.37%, 2.35%, 5.88%,100.00%, 0.0, 1.8, 4096.5, 2661.4, 0.0, 0.0, 91738.9, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 40 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0.0 --rber-me 0.0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_0.0.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul 26 18:12:06 2018, 91.76, 0.44, 525.00, 33.404, 37.646, 39.220, 34.661, -, -, 1     , 29.00, 2925.60 , 35.296, 37.997, 39.791, -, 39    , 32.00, 463.45  , 33.356, 37.637, 39.205, -, -, -, -, -, -, -, -, 235   , 92    , 2.5
