Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
4, P-SLICE,    4, 32.00,       5888, 0,0.00,33.331, 37.501, 39.423, 34.614,7, 3 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.38%,  1.53%, 1.92%,  0.00%,  0.00%,  0.38%,  2.30%,  4.21%,  1.53%,  7.66%,  6.13%,  3.45%, 13.03%, 10.73%,  0.00%,  0.00%,  0.38%,  2.30%,  3.07%,  0.00%,  5.36%, 17.24%, 18.39%, 124572.61, 19544.39, 0.00, 169720.00 , 16, 235, 91.43, 61, 204, 120.28, 85, 199, 146.93, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.67%,11.11%, 5.56%, 11.11%, 4.17%, 12.50%, 8.33%, 5.56%, 0.00%, 53.12%,9.38%, 8.33%, 12.50%, 3.65%, 3.65%, 2.08%, 7.29%, 4.07%, 45.53%,0.00%, 8.13%, 19.51%, 3.25%, 6.50%, 3.25%, 9.76%,100.00%, 5.2, 0.3, 138010.5, 79874.4, 0.0, 0.0, 544996.7, 1.000, 0
5, P-SLICE,    5, 32.00,       5224, 0,0.00,33.206, 37.478, 39.341, 34.507,6, 4 3 2 1 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.84%, 2.11%,  0.42%,  0.00%,  0.00%,  5.49%,  2.95%,  2.95%,  7.59%,  5.49%,  5.06%, 18.14%,  8.86%,  0.000, I-SLICE,    0, 29.00,      71672, 0,0.00,34.484, 37.831, 39.734, 35.559,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%, 51.67%,  0.83%,10.83%, 12.50%,  0.83%, 5.00%, 17.50%,  0.00%, 0.83%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 101241.00, 19644.94, 0.00, 3003418.72 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1000.2, 81.3, 105617.9, 71953.3, 0.0, 0.0, 106114.7, 1.000, 0
1, P-SLICE,    1, 32.00,       5400, 0,0.00,33.721, 37.690, 39.552, 34.946,0, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.41%,  0.41%,  3.70%,  2.88%,  1.65%,  6.58%, 11.11%,  8.64%, 17.28%, 10.29%,  0.00%,  0.00%,  0.41%,  1.65%,  1.65%,  0.00%,  4.53%, 13.58%, 15.23%, 115845.17, 18869.17, 0.00, 170797.06 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,50.00%, 0.00%, 0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 37.50%,12.50%, 21.88%, 6.25%, 3.12%, 9.38%, 6.25%, 3.12%, 0.00%, 36.63%,20.79%, 8.91%, 6.93%, 4.46%, 6.44%, 5.45%, 10.40%, 0.00%, 37.96%,0.00%, 16.67%, 22.22%, 1.85%, 4.63%, 4.63%, 12.04%,0.00%, 59.9, 62.1, 48406.1, 27834.2, 0.0, 0.0, 154579.2, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 2 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_BuffIntra_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul  5 17:42:48 2018, 155.05, 0.01, 1926.80, 34.103, 37.761, 39.643, 35.253, -, -, 1     , 29.00, 3583.60 , 34.484, 37.831, 39.734, -, 1     , 32.00, 270.00  , 33.721, 37.690, 39.552, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      68744, 0,0.00,34.858, 38.096, 39.821, 35.883,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  8.11%,  0.00%, 5.41%,  5.41%,  1.80%,13.29%,  6.08%, 47.07%,12.84%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 91842.89, 19007.89, 0.00, 1845622.44 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 996.1, 79.8, 82345.4, 55557.3, 0.0, 0.0, 82824.3, 1.000, 0
1, P-SLICE,    1, 32.00,       5064, 0,0.00,33.939, 37.905, 39.680, 35.152,0, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.44%,  0.00%, 0.89%,  0.44%,  0.00%, 0.00%,  0.00%,  0.00%,  0.89%,  1.33%,  4.89%,  3.56%,  9.78%,  5.33%,  9.33%, 16.00%,  9.78%,  0.00%,  0.00%,  1.78%,  4.00%,  0.89%,  0.00%,  3.56%, 14.22%, 12.89%, 109385.44, 18132.11, 0.00, 165316.61 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 35.29%,23.53%, 2.94%, 5.88%, 8.82%, 8.82%, 8.82%, 5.88%, 1.03%, 42.27%,21.65%, 14.43%, 8.25%, 2.06%, 2.06%, 4.12%, 4.12%, 3.26%, 33.70%,0.00%, 16.30%, 22.83%, 1.63%, 4.89%, 8.15%, 9.24%,0.00%, 52.0, 59.7, 39624.2, 23151.4, 0.0, 0.0, 122497.6, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 2 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_BuffIntra_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul  5 17:45:19 2018, 122.96, 0.02, 1845.20, 34.398, 38.000, 39.751, 35.518, -, -, 1     , 29.00, 3437.20 , 34.858, 38.096, 39.821, -, 1     , 32.00, 253.20  , 33.939, 37.905, 39.680, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      58152, 0,0.00,35.261, 38.032, 39.786, 36.173,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  0.35%,  0.46%, 1.28%,  1.39%,  4.53%,11.96%,  4.30%, 37.75%,37.98%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 81123.06, 18516.56, 0.00, 627343.22 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 996.8, 77.0, 125969.6, 55070.2, 0.0, 0.0, 126454.4, 1.000, 0
1, P-SLICE,    1, 32.00,       4744, 0,0.00,34.182, 37.784, 39.673, 35.319,0, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.41%, 0.82%,  0.41%,  2.47%, 2.88%,  0.00%,  0.82%,  0.00%,  3.29%,  4.12%,  1.65%,  5.76%,  9.05%,  4.12%, 12.76%,  9.88%,  0.00%,  0.00%,  1.65%,  4.94%,  4.53%,  0.00%,  3.29%, 13.17%, 13.99%, 102484.22, 18319.06, 0.00, 141247.72 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 50.00%, 0.00%, 25.00%, 25.00%, 0.00%, 35.29%,11.76%, 17.65%, 5.88%, 1.47%, 10.29%, 10.29%, 7.35%, 1.10%, 48.35%,10.99%, 12.09%, 3.30%, 0.55%, 0.55%, 10.99%, 12.09%, 8.26%, 41.28%,0.00%, 13.76%, 14.68%, 1.83%, 2.75%, 7.34%, 10.09%,100.00%, 68.6, 55.0, 40799.4, 25971.6, 0.0, 0.0, 167309.5, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 2 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_BuffIntra_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul  5 17:48:55 2018, 167.77, 0.01, 1572.40, 34.722, 37.908, 39.729, 35.746, -, -, 1     , 29.00, 2907.60 , 35.261, 38.032, 39.786, -, 1     , 32.00, 237.20  , 34.182, 37.784, 39.673, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      58152, 0,0.00,35.261, 38.032, 39.786, 36.173,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  0.35%,  0.46%, 1.28%,  1.39%,  4.53%,11.96%,  4.30%, 37.75%,37.98%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 81123.06, 18516.56, 0.00, 627343.22 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 989.4, 76.5, 7104.8, 5075.3, 0.0, 0.0, 7584.9, 1.000, 0
1, P-SLICE,    1, 32.00,       4744, 0,0.00,34.182, 37.784, 39.673, 35.319,0, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.41%, 0.82%,  0.41%,  2.47%, 2.88%,  0.00%,  0.82%,  0.00%,  3.29%,  4.12%,  1.65%,  5.76%,  9.05%,  4.12%, 12.76%,  9.88%,  0.00%,  0.00%,  1.65%,  4.94%,  4.53%,  0.00%,  3.29%, 13.17%, 13.99%, 102484.22, 18319.06, 0.00, 141247.72 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 50.00%, 0.00%, 25.00%, 25.00%, 0.00%, 35.29%,11.76%, 17.65%, 5.88%, 1.47%, 10.29%, 10.29%, 7.35%, 1.10%, 48.35%,10.99%, 12.09%, 3.30%, 0.55%, 0.55%, 10.99%, 12.09%, 8.26%, 41.28%,0.00%, 13.76%, 14.68%, 1.83%, 2.75%, 7.34%, 10.09%,100.00%, 55.4, 69.0, 14142.8, 9741.5, 0.0, 0.0, 21801.6, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint -1 --tune psnr --psnr --frames 2 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_BuffIntra_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Thu Jul  5 17:53:08 2018, 22.27, 0.09, 1572.40, 34.722, 37.908, 39.729, 35.746, -, -, 1     , 29.00, 2907.60 , 35.261, 38.032, 39.786, -, 1     , 32.00, 237.20  , 34.182, 37.784, 39.673, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
