Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 64x64 (Amp), Inter 32x32, Inter 32x32 (Rect), Inter 32x32 (Amp), Inter 16x16, Inter 16x16 (Rect), Inter 16x16 (Amp), Inter 8x8, Inter 8x8 (Rect), Inter 8x8 (Amp), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
1, P-SLICE,    1, 32.00,       5112, 0,-238586.00,33.949, 37.809, 39.722, 35.153,4, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.42%,  0.00%,  0.00%, 0.42%,  0.00%,  0.83%, 0.00%,  0.00%,  0.00%,  0.83%,  2.50%,  4.58%,  1.67%,  6.67%,  9.58%,  6.25%, 12.92%, 12.08%,  0.00%,  0.00%,  0.83%,  2.50%,  6.67%,  0.00%,  4.58%, 12.92%, 13.75%, 109367.94, 18185.11, 0.00, 165052.61 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 38.24%,11.76%, 8.82%, 8.82%, 4.41%, 7.35%, 10.29%, 10.29%, 1.09%, 40.22%,16.30%, 10.87%, 6.52%, 3.26%, 4.35%, 9.78%, 7.61%, 2.68%, 43.75%,0.00%, 9.82%, 17.86%, 4.46%, 2.68%, 8.48%, 10.27%,0.00%, 63.8, 50.0, 18527.4, 12110.2, 0.0, 0.0, 32223.5, 1.000, 0
2, i-SLICE,    2, 29.00,      68112, 0,-237905.00,34.802, 37.988, 39.806, 35.826,3,  -, -, 0.00%,  0.00%,  0.00%, 0.26%,  9.74%,  0.00%, 3.08%, 10.00%,  2.05%,11.03%,  7.69%, 40.00%,16.15%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 93046.56, 19370.61, 0.00, 1857332.67 , 16, 235, 91.43, 61, 203, 120.46, 98, 200, 146.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 17.6, 0.1, 11240.2, 7390.2, 0.0, 0.0, 43467.3, 1.000, 0
3, P-SLICE,    3, 32.00,       4672, 0,-240109.00,33.747, 37.882, 39.583, 34.994,2, 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.51%,  0.00%,  0.00%, 0.51%,  1.01%,  0.00%, 0.00%,  0.00%,  1.01%,  1.01%,  1.01%,  4.04%,  4.55%,  9.60%,  5.56%,  3.54%, 15.15%, 11.11%,  0.00%,  0.00%,  1.01%,  3.03%,  5.05%,  0.00%,  5.56%, 15.15%, 11.62%, 114062.22, 18194.22, 0.00, 170310.33 , 16, 235, 91.44, 61, 204, 120.42, 96, 199, 146.86, 0.00%, 0.00%,50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 37.50%, 12.50%, 0.00%, 40.62%,28.12%, 6.25%, 0.00%, 7.81%, 4.69%, 6.25%, 6.25%, 1.35%, 48.65%,9.46%, 17.57%, 8.11%, 2.03%, 2.03%, 6.08%, 4.73%, 3.41%, 37.50%,0.00%, 19.32%, 14.77%, 4.55%, 5.68%, 4.55%, 10.23%,0.00%, 4.1, 6.3, 14781.7, 8155.2, 0.0, 0.0, 58255.6, 1.000, 0
4, i-SLICE,    4, 29.00,      70424, 0,-240079.00,34.709, 37.913, 39.735, 35.738,1,  -, -, 0.00%,  0.00%,  0.00%, 0.00%,  7.58%,  0.00%, 5.41%,  4.11%,  2.38%,13.42%,  7.79%, 45.24%,14.07%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 94926.83, 19367.94, 0.00, 1917906.56 , 16, 235, 91.43, 61, 204, 120.28, 85, 199, 146.93, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 4.2, 0.1, 11303.0, 7410.7, 0.0, 0.0, 69561.6, 1.000, 0
5, P-SLICE,    5, 32.00,       3432, 0,-241683.00,33.807, 37.764, 39.618, 35.028,0, 4 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.67%,  0.00%, 0.00%,  1.33%,  0.00%,  0.00%,  2.67%,  4.67%,  4.00%,  4.67%,  4.67%,  6.67%,  5.33%, 10.67%,  0.00%,  0.00%,  5.33%,  4.00%,  2.00%,  1.33%,  9.33%, 16.67%, 16.00%, 112298.56, 18486.39, 0.00, 160038.44 , 16, 235, 91.47, 63, 206, 120.23, 84, 199, 146.94, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.41%,15.38%, 7.69%, 2.56%, 5.13%, 0.00%, 7.69%, 5.13%, 0.00%, 56.36%,18.18%, 3.64%, 9.09%, 5.45%, 3.64%, 0.91%, 2.73%, 1.92%, 51.92%,0.00%, 7.69%, 7.69%, 6.73%, 8.65%, 6.73%, 8.65%,0.00%, 2.2, 1.0, 12293.3, 7051.3, 0.0, 0.0, 81855.5, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint 2 --tune psnr --psnr --frames 6 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_PredictConstruct_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Wed Jul 11 16:09:23 2018, 82.26, 0.07, 1839.13, 34.308, 37.893, 39.732, 35.434, -, -, 3     , 29.00, 3458.00 , 34.782, 37.968, 39.822, -, 3     , 32.00, 220.27  , 33.834, 37.818, 39.641, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
0, I-SLICE,    0, 29.00,      58512, 0,0.00,35.296, 37.997, 39.791, 36.195,3,  -, -, 0.00%,  0.00%,  0.00%, 0.11%,  0.00%,  0.22%, 1.80%,  1.35%,  4.94%,12.23%,  4.49%, 41.75%,33.11%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 80660.28, 18794.22, 0.00, 636686.61 , 16, 235, 91.42, 63, 194, 120.59, 99, 199, 146.80, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 1069.3, 75.8, 7054.6, 5033.7, 0.0, 0.0, 7566.4, 1.000, 0
1, P-SLICE,    1, 32.00,       4928, 0,-238586.00,34.230, 37.798, 39.746, 35.365,2, 0 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.38%, 0.77%,  0.00%,  3.07%, 1.92%,  0.00%,  0.00%,  0.00%,  3.07%,  3.45%,  3.45%,  4.98%,  4.98%,  4.21%, 14.18%,  7.66%,  0.00%,  0.00%,  1.92%,  1.92%,  4.98%,  0.00%,  4.21%, 16.86%, 18.01%, 101261.67, 18203.00, 0.00, 140801.44 , 16, 235, 91.43, 65, 197, 120.56, 98, 199, 146.79, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 38.10%,21.43%, 19.05%, 0.00%, 4.76%, 2.38%, 5.95%, 8.33%, 1.15%, 56.32%,12.64%, 9.20%, 5.75%, 3.45%, 1.15%, 5.17%, 5.17%, 7.87%, 47.24%,0.00%, 13.39%, 15.75%, 2.36%, 3.94%, 3.94%, 5.51%,100.00%, 61.9, 52.5, 14163.1, 9407.9, 0.0, 0.0, 21778.0, 1.000, 0
2, i-SLICE,    2, 29.00,      58192, 0,-237905.00,35.280, 38.032, 39.912, 36.203,1,  -, -, 0.00%,  0.00%,  0.00%, 0.12%,  0.36%,  0.00%, 1.58%,  1.95%,  7.42%,10.46%,  5.35%, 37.35%,35.40%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 80789.56, 18521.33, 0.00, 656675.56 , 16, 235, 91.43, 61, 203, 120.46, 98, 200, 146.88, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 12.5, 0.1, 5170.5, 3388.1, 0.0, 0.0, 26949.6, 1.000, 0
3, P-SLICE,    3, 32.00,       4616, 0,-240109.00,34.089, 37.881, 39.747, 35.270,0, 2 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 1.00%,  1.00%,  0.00%, 3.48%,  0.00%,  0.00%,  0.50%,  1.99%,  5.97%,  4.48%,  4.98%,  6.97%,  5.47%, 10.45%, 10.95%,  0.00%,  0.00%,  1.00%,  2.49%,  0.50%,  0.00%,  8.96%, 15.42%, 14.43%, 104386.67, 18007.78, 0.00, 142720.94 , 16, 235, 91.44, 61, 204, 120.42, 96, 199, 146.86, 0.00%, 0.00%,100.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.44%,20.00%, 6.67%, 2.22%, 6.67%, 4.44%, 5.56%, 10.00%, 0.00%, 50.70%,15.49%, 7.04%, 7.04%, 4.23%, 7.04%, 3.52%, 4.93%, 5.19%, 38.96%,0.00%, 10.39%, 16.88%, 5.84%, 8.44%, 5.19%, 9.09%,100.00%, 7.0, 8.1, 10789.3, 5912.1, 0.0, 0.0, 37750.9, 1.000, 0

Summary
Command, Date/Time, Elapsed Time, FPS, Bitrate, Y PSNR, U PSNR, V PSNR, Global PSNR, SSIM, SSIM (dB), I count, I ave-QP, I kbps, I-PSNR Y, I-PSNR U, I-PSNR V, I-SSIM (dB), P count, P ave-QP, P kbps, P-PSNR Y, P-PSNR U, P-PSNR V, P-SSIM (dB), B count, B ave-QP, B kbps, B-PSNR Y, B-PSNR U, B-PSNR V, B-SSIM (dB), MaxCLL, MaxFALL, Version
" --input-res 384x192 --no-asm --frame-threads 1 --no-wpp --no-pmode --no-pme --lookahead-slices 0 --bframes 0 --b-adapt 0 --keyint 2 --tune psnr --psnr --frames 4 --fps 50 --qp 32 --ctu 64 --min-cu-size 8 --max-merge 5 --rc-lookahead 60 --rd 6 --rdoq-level 2 --tu-intra 4 --tu-inter 4 --scenecut 40 --ref 5 --limit-refs 0 --merange 92 --subme 5 --me star --rect --amp --no-limit-modes --no-early-skip --no-fast-intra --b-intra --sao --signhide --weightp --weightb --aq-mode 1 --log-level 4 --csv-log-level 2 --wber-me 0 --rber-me 0 --psnr --csv x265_BlowingBubbles_2560x1600_FPS-30_Fr-200_QP-32_teste_PredictConstruct_Rber.csv --input /home/italo/Documentos/HM-16.5/origCfP/cropped/BlowingBubbles_384x192_50.yuv -o str.bin", Wed Jul 11 16:26:31 2018, 38.14, 0.10, 1578.10, 34.724, 37.927, 39.799, 35.758, -, -, 2     , 29.00, 2917.60 , 35.288, 38.014, 39.852, -, 2     , 32.00, 238.60  , 34.159, 37.839, 39.747, -, -, -, -, -, -, -, -, 235   , 91    , 2.5
